Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24
721.00,583.25,1430.38,1102.62,1734.38,864.88,845.75,1146.62,1014.25,1254.88,1611.25,2280.62,2485.88,563.38,1275.00,1543.12,-0.12,-0.12,1078.25,1224.25,2636.25,3306.00,3301.63,3304.25
