Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24
718.13,583.25,1420.50,1084.88,1734.13,864.38,846.13,1127.38,1009.25,1236.50,1600.25,2275.00,2486.25,567.38,1274.00,1553.25,0.12,0.12,1073.25,1236.13,2636.00,3305.88,3303.25,3304.50
