Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24
1209.50,724.38,1666.12,3291.12,1452.75,1081.38,906.63,1234.38,1347.12,1542.75,1533.88,1506.62,1478.88,766.63,1666.62,1521.75,-0.12,0.00,1137.00,1189.62,2652.38,3303.88,3291.12,3291.25
