Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24
668.25,566.62,1355.38,970.88,1668.00,831.00,851.50,963.75,981.50,1272.00,1536.38,919.38,1114.50,546.88,1220.62,1501.50,0.00,-0.12,971.62,1106.75,2645.38,3303.88,3292.63,3292.75
