Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24
1205.50,724.12,1651.50,3291.00,1441.63,1090.13,908.88,1222.88,1355.75,1570.13,1532.38,1480.50,1487.12,767.00,1663.25,1526.13,0.00,0.00,1142.38,1204.38,2649.00,3303.88,3291.25,3291.25
