Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24
674.63,571.38,1390.38,1013.50,1690.25,839.25,849.75,1019.63,988.50,1244.75,1553.25,972.88,1096.75,553.63,1230.38,1523.62,0.00,0.12,1011.75,1148.00,2654.63,3303.88,3292.50,3292.88
