Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24
696.25,602.13,1498.75,1033.00,1816.25,989.13,893.00,1071.00,1028.12,1426.62,1426.75,846.50,1018.25,573.88,1264.00,1573.25,0.12,0.00,1016.75,1098.00,2622.13,3303.50,3292.13,3295.00
