Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24
1185.75,724.25,1645.25,3290.88,1442.38,1112.38,913.88,1219.75,1378.88,1601.38,1551.50,1493.38,1461.75,765.38,1655.12,1522.38,-0.12,0.12,1127.25,1199.62,2644.75,3304.12,3290.25,3291.12
